Trigram,Occurrences
up under even,1
under even here,1
even here aboveground,1
here aboveground in,1
aboveground in the,1
the air how,2
air how vast,1
how vast then,1
vast then the,1
then the burden,1
burden of a,1
a whale bearing,1
whale bearing on,1
bearing on his,1
back a column,1
a column of,1
column of two,1
of two hundred,1
hundred fathoms of,1
fathoms of ocean,1
of ocean it,1
ocean it must,1
it must at,1
must at least,1
at least equal,1
least equal the,1
equal the weight,1
weight of fifty,1
of fifty atmospheres,1
fifty atmospheres one,1
atmospheres one whaleman,1
one whaleman has,1
whaleman has estimated,1
has estimated it,1
estimated it at,1
it at the,4
at the weight,1
weight of twenty,1
of twenty lineofbattle,1
twenty lineofbattle ships,1
lineofbattle ships with,1
ships with all,1
all their guns,1
their guns and,1
guns and stores,1
and stores and,1
stores and men,1
and men on,1
men on board,1
board as the,1
three boats lay,1
boats lay there,1
lay there on,1
there on that,1
on that gently,1
that gently rolling,1
gently rolling sea,1
rolling sea gazing,1
sea gazing down,1
gazing down into,1
down into its,2
into its eternal,1
its eternal blue,1
eternal blue noon,1
blue noon and,1
noon and as,1
and as not,1
as not a,1
a single groan,1
single groan or,1
groan or cry,1
or cry of,1
cry of any,1
any sort nay,1
sort nay not,1
nay not so,1
as a ripple,1
a ripple or,1
ripple or a,1
or a bubble,1
a bubble came,1
bubble came up,1
from its depths,1
its depths what,1
depths what landsman,1
what landsman would,1
landsman would have,1
thought that beneath,1
that beneath all,1
beneath all that,1
all that silence,1
that silence and,1
silence and placidity,1
and placidity the,1
placidity the utmost,1
the utmost monster,1
utmost monster of,1
monster of the,2
the seas was,1
seas was writhing,1
was writhing and,1
writhing and wrenching,1
and wrenching in,1
wrenching in agony,1
in agony not,1
agony not eight,1
not eight inches,1
eight inches of,1
inches of perpendicular,1
of perpendicular rope,1
perpendicular rope were,1
rope were visible,1
were visible at,1
visible at the,1
the bows seems,1
bows seems it,1
seems it credible,1
it credible that,1
credible that by,1
that by three,1
by three such,1
three such thin,1
such thin threads,1
thin threads the,1
threads the great,1
great leviathan was,1
leviathan was suspended,1
was suspended like,1
suspended like the,1
like the big,1
the big weight,1
big weight to,1
weight to an,1
to an eight,1
an eight day,1
eight day clock,1
day clock suspended,1
clock suspended and,1
suspended and to,1
to what to,1
what to three,1
to three bits,1
three bits of,1
bits of board,1
of board is,1
board is this,1
this the creature,2
the creature of,1
creature of whom,1
whom it was,1
it was once,1
was once so,1
once so triumphantly,1
so triumphantly saidcanst,1
triumphantly saidcanst thou,1
saidcanst thou fill,1
thou fill his,1
fill his skin,1
his skin with,1
skin with barbed,1
with barbed irons,1
barbed irons or,1
irons or his,1
or his head,1
his head with,2
head with fishspears,1
with fishspears the,1
fishspears the sword,1
the sword of,1
sword of him,1
him that layeth,1
that layeth at,1
layeth at him,1
at him can,1
him can not,1
can not hold,1
not hold the,1
hold the spear,1
the spear the,2
spear the dart,1
the dart nor,1
dart nor the,1
nor the habergeon,1
the habergeon he,1
habergeon he esteemeth,1
he esteemeth iron,1
esteemeth iron as,1
iron as straw,1
as straw the,1
straw the arrow,1
the arrow can,1
arrow can not,1
can not make,2
not make him,1
make him flee,1
him flee darts,1
flee darts are,1
darts are counted,1
are counted as,1
counted as stubble,1
as stubble he,1
stubble he laugheth,1
he laugheth at,1
laugheth at the,1
at the shaking,1
shaking of a,1
of a spear,1
a spear this,1
spear this the,1
the creature this,1
creature this he,1
this he oh,1
he oh that,1
oh that unfulfilments,1
that unfulfilments should,1
unfulfilments should follow,1
should follow the,1
follow the prophets,1
the prophets for,1
prophets for with,1
with the strength,1
the strength of,2
strength of a,1
a thousand thighs,1
thousand thighs in,1
thighs in his,1
in his tail,2
his tail leviathan,1
tail leviathan had,1
leviathan had run,1
had run his,1
run his head,1
his head under,1
head under the,1
under the mountains,1
the mountains of,1
mountains of the,1
sea to hide,1
to hide him,1
hide him from,1
the pequods fishspears,1
pequods fishspears in,1
fishspears in that,1
in that sloping,1
that sloping afternoon,1
sloping afternoon sunlight,1
afternoon sunlight the,1
sunlight the shadows,1
the shadows that,1
shadows that the,1
that the three,1
three boats sent,1
boats sent down,1
sent down beneath,1
down beneath the,1
the surface must,1
surface must have,1
have been long,1
been long enough,1
long enough and,1
enough and broad,1
and broad enough,1
broad enough to,1
enough to shade,1
to shade half,1
shade half xerxes,1
half xerxes army,1
xerxes army who,1
army who can,1
can tell how,1
tell how appalling,1
how appalling to,1
appalling to the,1
to the wounded,1
wounded whale must,1
whale must have,4
have been such,1
been such huge,1
such huge phantoms,1
huge phantoms flitting,1
phantoms flitting over,1
flitting over his,1
his head stand,1
head stand by,1
stand by men,1
by men he,1
men he stirs,1
he stirs cried,1
stirs cried starbuck,1
cried starbuck as,1
starbuck as the,1
three lines suddenly,1
lines suddenly vibrated,1
suddenly vibrated in,1
vibrated in the,1
the water distinctly,1
water distinctly conducting,1
distinctly conducting upwards,1
conducting upwards to,1
upwards to them,1
to them as,1
them as by,1
as by magnetic,1
by magnetic wires,1
magnetic wires the,1
wires the life,1
and death throbs,1
death throbs of,1
throbs of the,1
so that every,1
that every oarsman,1
every oarsman felt,1
oarsman felt them,1
felt them in,1
in his seat,1
his seat the,1
seat the next,1
next moment relieved,1
moment relieved in,1
relieved in great,1
great part from,1
part from the,1
from the downward,1
the downward strain,1
downward strain at,1
strain at the,1
bows the boats,1
the boats gave,1
boats gave a,1
gave a sudden,1
a sudden bounce,1
sudden bounce upwards,1
bounce upwards as,1
upwards as a,1
as a small,1
a small icefield,1
small icefield will,1
icefield will when,1
will when a,1
when a dense,1
a dense herd,1
dense herd of,1
herd of white,1
of white bears,1
white bears are,1
bears are scared,1
are scared from,1
scared from it,1
from it into,1
the sea haul,1
sea haul in,1
haul in haul,2
in haul in,2
haul in cried,1
in cried starbuck,1
cried starbuck again,1
starbuck again hes,1
again hes rising,1
hes rising the,1
rising the lines,1
lines of which,1
of which hardly,1
which hardly an,1
hardly an instant,1
instant before not,1
before not one,1
not one hands,1
one hands breadth,1
hands breadth could,1
breadth could have,1
have been gained,1
been gained were,1
gained were now,1
now in long,1
in long quick,1
long quick coils,1
quick coils flung,1
coils flung back,1
flung back all,1
back all dripping,1
all dripping into,1
dripping into the,1
into the boats,1
the boats and,2
boats and soon,1
soon the whale,1
the whale broke,1
whale broke water,1
broke water within,1
water within two,1
within two ships,1
two ships lengths,1
ships lengths of,1
lengths of the,1
the hunters his,1
hunters his motions,1
his motions plainly,1
motions plainly denoted,1
plainly denoted his,1
denoted his extreme,1
his extreme exhaustion,1
extreme exhaustion in,1
exhaustion in most,1
in most land,1
most land animals,1
land animals there,1
animals there are,1
are certain valves,1
certain valves or,1
valves or floodgates,1
or floodgates in,1
floodgates in many,1
many of their,1
of their veins,1
their veins whereby,1
veins whereby when,1
whereby when wounded,1
when wounded the,1
wounded the blood,1
the blood is,1
blood is in,1
some degree at,1
degree at least,1
at least instantly,1
least instantly shut,1
instantly shut off,1
shut off in,1
off in certain,1
in certain directions,1
certain directions not,1
directions not so,1
not so with,1
the whale one,1
whale one of,1
one of whose,1
of whose peculiarities,1
whose peculiarities it,1
peculiarities it is,1
to have an,1
have an entire,1
an entire nonvalvular,1
entire nonvalvular structure,1
nonvalvular structure of,1
of the bloodvessels,1
the bloodvessels so,1
bloodvessels so that,1
that when pierced,1
when pierced even,1
pierced even by,1
even by so,1
by so small,1
so small a,1
small a point,1
a point as,1
point as a,1
as a harpoon,1
a harpoon a,1
harpoon a deadly,1
a deadly drain,1
deadly drain is,1
drain is at,1
at once begun,1
once begun upon,1
begun upon his,1
upon his whole,1
his whole arterial,1
whole arterial system,1
arterial system and,1
system and when,1
and when this,1
when this is,1
this is heightened,1
by the extraordinary,1
the extraordinary pressure,1
extraordinary pressure of,1
pressure of water,1
of water at,1
water at a,1
a great distance,2
great distance below,1
distance below the,1
the surface his,1
surface his life,1
his life may,1
life may be,1
said to pour,1
to pour from,1
pour from him,1
him in incessant,1
in incessant streams,1
incessant streams yet,1
streams yet so,1
yet so vast,1
so vast is,1
vast is the,1
is the quantity,1
quantity of blood,1
of blood in,1
blood in him,1
him and so,3
and so distant,1
so distant and,1
distant and numerous,1
and numerous its,1
numerous its interior,1
its interior fountains,1
interior fountains that,1
fountains that he,1
that he will,1
he will keep,1
will keep thus,1
keep thus bleeding,1
thus bleeding and,1
bleeding and bleeding,1
and bleeding for,1
bleeding for a,1
a considerable period,1
considerable period even,1
period even as,1
even as in,1
in a drought,1
a drought a,1
drought a river,1
a river will,1
river will flow,2
will flow whose,1
flow whose source,1
whose source is,1
source is in,1
in the wellsprings,1
the wellsprings of,1
wellsprings of faroff,1
of faroff and,1
faroff and undiscernible,1
and undiscernible hills,1
undiscernible hills even,1
hills even now,1
even now when,1
the boats pulled,1
boats pulled upon,1
pulled upon this,1
this whale and,2
whale and perilously,1
and perilously drew,1
perilously drew over,1
drew over his,1
over his swaying,1
his swaying flukes,1
swaying flukes and,1
flukes and the,1
and the lances,1
the lances were,1
lances were darted,1
were darted into,1
darted into him,1
into him they,1
him they were,1
they were followed,1
were followed by,1
followed by steady,1
by steady jets,1
steady jets from,1
jets from the,1
from the new,1
the new made,1
new made wound,1
made wound which,1
wound which kept,1
which kept continually,1
kept continually playing,1
continually playing while,1
playing while the,1
while the natural,1
the natural spouthole,1
natural spouthole in,1
spouthole in his,1
head was only,1
was only at,1
only at intervals,1
at intervals however,1
intervals however rapid,1
however rapid sending,1
rapid sending its,1
sending its affrighted,1
its affrighted moisture,1
affrighted moisture into,1
moisture into the,1
air from this,1
from this last,1
this last vent,1
last vent no,1
vent no blood,1
no blood yet,1
blood yet came,1
yet came because,1
came because no,1
because no vital,1
no vital part,1
vital part of,1
of him had,1
him had thus,1
far been struck,1
been struck his,1
struck his life,1
his life as,1
life as they,1
as they significantly,1
they significantly call,1
significantly call it,1
call it was,1
it was untouched,1
was untouched as,1
untouched as the,1
as the boats,1
the boats now,2
boats now more,1
now more closely,1
more closely surrounded,1
closely surrounded him,1
surrounded him the,1
him the whole,1
the whole upper,1
whole upper part,1
of his form,1
his form with,1
form with much,1
with much of,1
that is ordinarily,1
is ordinarily submerged,1
ordinarily submerged was,1
submerged was plainly,1
was plainly revealed,1
plainly revealed his,1
revealed his eyes,1
his eyes or,1
eyes or rather,1
or rather the,1
rather the places,1
the places where,1
places where his,1
where his eyes,1
his eyes had,1
had been were,1
been were beheld,1
were beheld as,1
beheld as strange,1
as strange misgrown,1
strange misgrown masses,1
misgrown masses gather,1
masses gather in,1
gather in the,1
in the knotholes,1
the knotholes of,1
knotholes of the,1
of the noblest,1
the noblest oaks,1
noblest oaks when,1
oaks when prostrate,1
when prostrate so,1
prostrate so from,1
from the points,1
the points which,1
points which the,1
whales eyes had,1
eyes had once,1
had once occupied,1
once occupied now,1
occupied now protruded,1
now protruded blind,1
protruded blind bulbs,1
blind bulbs horribly,1
bulbs horribly pitiable,1
horribly pitiable to,1
pitiable to see,1
to see but,2
see but pity,1
but pity there,1
pity there was,1
was none for,1
none for all,1
all his old,1
his old age,1
old age and,2
age and his,1
and his one,1
his one arm,1
arm and his,1
and his blind,1
his blind eyes,1
blind eyes he,1
eyes he must,1
he must die,1
must die the,1
die the death,1
the death and,1
death and be,1
and be murdered,1
be murdered in,1
murdered in order,1
order to light,1
to light the,1
light the gay,1
the gay bridals,1
gay bridals and,1
bridals and other,1
and other merrymakings,1
other merrymakings of,1
merrymakings of men,1
men and also,1
and also to,1
also to illuminate,1
to illuminate the,1
illuminate the solemn,1
the solemn churches,1
solemn churches that,1
churches that preach,1
that preach unconditional,1
preach unconditional inoffensiveness,1
unconditional inoffensiveness by,1
inoffensiveness by all,1
by all to,1
all to all,1
to all still,1
all still rolling,1
still rolling in,1
rolling in his,1
his blood at,1
blood at last,1
last he partially,1
he partially disclosed,1
partially disclosed a,1
disclosed a strangely,1
a strangely discoloured,1
strangely discoloured bunch,1
discoloured bunch or,1
bunch or protuberance,1
or protuberance the,1
protuberance the size,1
of a bushel,1
a bushel low,1
bushel low down,1
low down on,1
on the flank,1
the flank a,1
flank a nice,1
a nice spot,1
nice spot cried,1
spot cried flask,1
cried flask just,1
flask just let,1
just let me,1
let me prick,1
me prick him,1
prick him there,1
him there once,1
there once avast,1
once avast cried,1
avast cried starbuck,1
cried starbuck theres,1
starbuck theres no,2
theres no need,1
need of that,1
of that but,2
that but humane,1
but humane starbuck,1
humane starbuck was,1
starbuck was too,1
was too late,1
too late at,1
late at the,1
at the instant,1
the instant of,1
instant of the,2
of the dart,2
the dart an,1
dart an ulcerous,1
an ulcerous jet,1
ulcerous jet shot,1
jet shot from,1
shot from this,1
from this cruel,1
this cruel wound,1
cruel wound and,1
wound and goaded,1
and goaded by,1
goaded by it,1
by it into,1
it into more,1
into more than,1
more than sufferable,1
than sufferable anguish,1
sufferable anguish the,1
anguish the whale,1
whale now spouting,1
now spouting thick,1
spouting thick blood,1
thick blood with,1
blood with swift,1
with swift fury,1
swift fury blindly,1
fury blindly darted,1
blindly darted at,1
darted at the,1
at the craft,1
the craft bespattering,1
craft bespattering them,1
bespattering them and,1
them and their,1
and their glorying,1
their glorying crews,1
glorying crews all,1
crews all over,1
over with showers,1
with showers of,1
showers of gore,1
of gore capsizing,1
gore capsizing flasks,1
capsizing flasks boat,1
flasks boat and,1
boat and marring,1
and marring the,1
marring the bows,1
bows it was,1
was his death,1
his death stroke,1
death stroke for,1
stroke for by,1
this time so,1
time so spent,1
so spent was,1
spent was he,1
was he by,1
he by loss,1
by loss of,1
loss of blood,1
of blood that,1
blood that he,1
that he helplessly,1
he helplessly rolled,1
helplessly rolled away,1
from the wreck,1
the wreck he,1
wreck he had,1
had made lay,1
made lay panting,1
lay panting on,1
panting on his,1
on his side,1
his side impotently,1
side impotently flapped,1
impotently flapped with,1
flapped with his,1
with his stumped,1
his stumped fin,1
stumped fin then,1
fin then over,1
then over and,1
and over slowly,1
over slowly revolved,1
slowly revolved like,1
revolved like a,1
like a waning,1
a waning world,1
waning world turned,1
world turned up,1
turned up the,1
up the white,1
the white secrets,1
white secrets of,1
secrets of his,1
of his belly,1
his belly lay,1
belly lay like,1
lay like a,1
a log and,1
log and died,1
and died it,1
died it was,1
it was most,1
was most piteous,1
most piteous that,1
piteous that last,1
that last expiring,1
last expiring spout,1
expiring spout as,1
spout as when,1
as when by,1
when by unseen,1
by unseen hands,1
unseen hands the,1
hands the water,1
water is gradually,1
is gradually drawn,1
gradually drawn off,1
drawn off from,1
off from some,1
from some mighty,1
some mighty fountain,1
mighty fountain and,1
fountain and with,1
and with halfstifled,1
with halfstifled melancholy,1
halfstifled melancholy gurglings,1
melancholy gurglings the,1
gurglings the spraycolumn,1
the spraycolumn lowers,1
spraycolumn lowers and,1
lowers and lowers,1
and lowers to,1
lowers to the,1
to the groundso,1
the groundso the,1
groundso the last,1
the last long,1
last long dying,1
long dying spout,1
dying spout of,1
whale soon while,1
soon while the,1
while the crews,1
the crews were,1
crews were awaiting,1
were awaiting the,1
awaiting the arrival,1
the arrival of,1
arrival of the,2
ship the body,1
the body showed,1
body showed symptoms,1
showed symptoms of,1
symptoms of sinking,1
of sinking with,1
sinking with all,1
all its treasures,1
its treasures unrifled,1
treasures unrifled immediately,1
unrifled immediately by,1
immediately by starbucks,1
by starbucks orders,1
starbucks orders lines,1
orders lines were,1
lines were secured,1
were secured to,1
secured to it,1
it at different,1
at different points,1
different points so,1
points so that,1
so that ere,1
that ere long,1
ere long every,1
long every boat,1
every boat was,1
was a buoy,1
a buoy the,1
buoy the sunken,1
the sunken whale,2
sunken whale being,1
whale being suspended,1
being suspended a,1
suspended a few,1
few inches beneath,1
inches beneath them,1
beneath them by,1
by the cords,1
the cords by,1
cords by very,1
by very heedful,1
very heedful management,1
heedful management when,1
management when the,1
the ship drew,2
ship drew nigh,1
nigh the whale,1
whale was transferred,1
was transferred to,1
transferred to her,1
to her side,2
her side and,2
side and was,1
and was strongly,1
was strongly secured,1
strongly secured there,1
secured there by,1
there by the,4
by the stiffest,1
the stiffest flukechains,1
stiffest flukechains for,1
flukechains for it,1
was plain that,2
plain that unless,1
that unless artificially,1
unless artificially upheld,1
artificially upheld the,1
upheld the body,1
the body would,1
body would at,1
would at once,1
at once sink,1
once sink to,1
sink to the,1
the bottom it,1
bottom it so,1
so chanced that,3
chanced that almost,1
that almost upon,1
almost upon first,1
upon first cutting,1
first cutting into,1
cutting into him,1
into him with,1
with the spade,1
the spade the,1
spade the entire,1
length of a,1
of a corroded,1
a corroded harpoon,1
corroded harpoon was,1
harpoon was found,1
imbedded in his,1
in his flesh,1
his flesh on,1
flesh on the,2
on the lower,1
of the bunch,1
the bunch before,1
bunch before described,1
before described but,1
described but as,1
as the stumps,1
the stumps of,1
stumps of harpoons,1
of harpoons are,1
harpoons are frequently,1
are frequently found,1
frequently found in,2
in the dead,1
the dead bodies,1
dead bodies of,1
bodies of captured,1
of captured whales,1
captured whales with,1
whales with the,2
with the flesh,1
the flesh perfectly,2
flesh perfectly healed,1
perfectly healed around,1
healed around them,1
around them and,1
them and no,2
and no prominence,1
no prominence of,1
of any kind,2
any kind to,1
kind to denote,1
to denote their,1
denote their place,1
their place therefore,1
place therefore there,1
therefore there must,1
there must needs,1
needs have been,1
been some other,1
some other unknown,1
other unknown reason,1
unknown reason in,1
reason in the,1
present case fully,1
case fully to,1
fully to account,1
account for the,1
for the ulceration,1
the ulceration alluded,1
ulceration alluded to,1
to but still,1
but still more,1
more curious was,1
curious was the,1
was the fact,1
the fact of,1
fact of a,1
of a lancehead,1
a lancehead of,1
lancehead of stone,1
of stone being,1
stone being found,1
being found in,1
found in him,1
in him not,1
him not far,1
from the buried,1
the buried iron,1
buried iron the,1
iron the flesh,1
flesh perfectly firm,1
perfectly firm about,1
firm about it,1
about it who,1
it who had,1
who had darted,1
had darted that,1
darted that stone,1
that stone lance,1
stone lance and,1
lance and when,1
when it might,1
have been darted,1
been darted by,1
darted by some,1
by some nor,1
some nor west,1
nor west indian,1
west indian long,1
indian long before,1
long before america,1
before america was,1
america was discovered,1
was discovered what,1
discovered what other,1
what other marvels,1
other marvels might,1
marvels might have,1
have been rummaged,1
been rummaged out,1
rummaged out of,1
out of this,4
of this monstrous,1
this monstrous cabinet,1
monstrous cabinet there,1
cabinet there is,1
telling but a,1
a sudden stop,1
sudden stop was,1
stop was put,1
put to further,1
to further discoveries,1
further discoveries by,1
discoveries by the,1
by the ships,2
the ships being,1
ships being unprecedentedly,1
being unprecedentedly dragged,1
unprecedentedly dragged over,1
dragged over sideways,1
over sideways to,1
sideways to the,1
the sea owing,1
sea owing to,1
to the bodys,1
the bodys immensely,1
bodys immensely increasing,1
immensely increasing tendency,1
increasing tendency to,1
tendency to sink,1
to sink however,1
sink however starbuck,1
however starbuck who,1
who had the,1
had the ordering,1
the ordering of,1
ordering of affairs,1
of affairs hung,1
affairs hung on,1
hung on to,2
on to it,2
the last hung,1
last hung on,1
to it so,2
it so resolutely,1
so resolutely indeed,1
resolutely indeed that,1
indeed that when,1
that when at,2
when at length,2
length the ship,1
ship would have,1
have been capsized,1
been capsized if,1
capsized if still,1
if still persisting,1
still persisting in,1
persisting in locking,1
in locking arms,1
locking arms with,1
arms with the,1
the body then,1
body then when,1
then when the,1
when the command,1
the command was,1
command was given,1
given to break,1
to break clear,1
break clear from,1
clear from it,1
from it such,1
it such was,1
was the immovable,1
the immovable strain,1
immovable strain upon,1
upon the timberheads,1
the timberheads to,1
timberheads to which,1
which the flukechains,1
the flukechains and,1
flukechains and cables,1
and cables were,1
cables were fastened,1
were fastened that,1
fastened that it,1
impossible to cast,1
to cast them,1
cast them off,1
them off meantime,1
off meantime everything,1
meantime everything in,1
everything in the,1
pequod was aslant,1
was aslant to,1
aslant to cross,1
to cross to,1
cross to the,1
deck was like,1
was like walking,1
like walking up,1
walking up the,1
up the steep,1
the steep gabled,1
steep gabled roof,1
gabled roof of,1
roof of a,1
a house the,1
house the ship,1
the ship groaned,2
ship groaned and,2
groaned and gasped,1
and gasped many,1
gasped many of,1
the ivory inlayings,1
ivory inlayings of,1
inlayings of her,1
of her bulwarks,1
her bulwarks and,1
bulwarks and cabins,1
and cabins were,1
cabins were started,1
were started from,1
started from their,2
from their places,1
their places by,1
places by the,1
by the unnatural,1
the unnatural dislocation,1
unnatural dislocation in,1
dislocation in vain,1
in vain handspikes,1
vain handspikes and,1
handspikes and crows,1
and crows were,1
crows were brought,1
bear upon the,1
upon the immovable,1
the immovable flukechains,1
immovable flukechains to,1
flukechains to pry,1
to pry them,1
pry them adrift,1
them adrift from,1
adrift from the,2
from the timberheads,1
the timberheads and,1
timberheads and so,1
and so low,1
so low had,1
low had the,1
had the whale,1
whale now settled,1
now settled that,1
settled that the,1
that the submerged,1
the submerged ends,1
submerged ends could,1
ends could not,1
not be at,1
at all approached,1
all approached while,1
approached while every,1
while every moment,1
every moment whole,1
moment whole tons,1
whole tons of,1
tons of ponderosity,1
of ponderosity seemed,1
ponderosity seemed added,1
seemed added to,1
added to the,1
to the sinking,1
the sinking bulk,1
sinking bulk and,1
bulk and the,1
the ship seemed,1
ship seemed on,1
point of going,1
of going over,1
going over hold,1
over hold on,1
hold on hold,1
on hold on,1
hold on wont,1
on wont ye,1
wont ye cried,1
ye cried stubb,1
to the body,1
the body dont,1
body dont be,1
be in such,1
a devil of,2
of a hurry,1
a hurry to,1
hurry to sink,1
to sink by,1
sink by thunder,1
by thunder men,1
thunder men we,1
men we must,1
we must do,1
must do something,1
do something or,1
something or go,1
or go for,1
for it no,1
it no use,1
no use prying,1
use prying there,1
prying there avast,1
there avast i,1
avast i say,1
i say with,1
say with your,1
with your handspikes,1
your handspikes and,1
handspikes and run,1
and run one,1
run one of,1
of ye for,1
ye for a,1
for a prayer,1
a prayer book,1
prayer book and,1
book and a,1
and a penknife,1
a penknife and,1
penknife and cut,1
and cut the,1
cut the big,1
the big chains,1
big chains knife,1
chains knife aye,1
knife aye aye,1
aye aye cried,2
aye cried queequeg,1
cried queequeg and,1
queequeg and seizing,1
and seizing the,1
seizing the carpenters,1
the carpenters heavy,1
carpenters heavy hatchet,1
heavy hatchet he,1
hatchet he leaned,1
he leaned out,1
leaned out of,1
of a porthole,1
a porthole and,1
porthole and steel,1
and steel to,1
steel to iron,1
to iron began,1
iron began slashing,1
began slashing at,1
at the largest,1
the largest flukechains,1
largest flukechains but,1
flukechains but a,1
a few strokes,1
few strokes full,1
strokes full of,1
full of sparks,1
of sparks were,1
sparks were given,1
were given when,1
given when the,1
when the exceeding,1
the exceeding strain,1
exceeding strain effected,1
strain effected the,1
effected the rest,1
the rest with,1
rest with a,1
a terrific snap,1
terrific snap every,1
snap every fastening,1
every fastening went,1
fastening went adrift,1
went adrift the,1
adrift the ship,1
the ship righted,1
ship righted the,1
righted the carcase,1
the carcase sank,1
carcase sank now,1
sank now this,1
now this occasional,1
this occasional inevitable,1
occasional inevitable sinking,1
inevitable sinking of,1
sinking of the,2
of the recently,1
the recently killed,1
recently killed sperm,1
killed sperm whale,1
a very curious,2
very curious thing,1
curious thing nor,1
thing nor has,1
nor has any,1
has any fisherman,1
any fisherman yet,1
fisherman yet adequately,1
yet adequately accounted,1
adequately accounted for,1
accounted for it,1
for it usually,1
it usually the,1
usually the dead,1
the dead sperm,1
sperm whale floats,1
whale floats with,1
floats with great,1
with great buoyancy,1
great buoyancy with,1
buoyancy with its,1
with its side,1
its side or,1
side or belly,1
or belly considerably,1
belly considerably elevated,1
considerably elevated above,1
above the surface,2
the surface if,1
surface if the,1
if the only,1
only whales that,1
whales that thus,1
that thus sank,1
thus sank were,1
sank were old,1
were old meagre,1
old meagre and,1
meagre and brokenhearted,1
and brokenhearted creatures,1
brokenhearted creatures their,1
creatures their pads,1
their pads of,1
pads of lard,1
of lard diminished,1
lard diminished and,1
diminished and all,1
and all their,1
all their bones,1
their bones heavy,1
bones heavy and,1
heavy and rheumatic,1
and rheumatic then,1
rheumatic then you,1
then you might,1
you might with,1
might with some,1
with some reason,1
some reason assert,1
reason assert that,1
assert that this,1
that this sinking,1
this sinking is,1
sinking is caused,1
is caused by,1
by an uncommon,1
an uncommon specific,1
uncommon specific gravity,1
specific gravity in,1
gravity in the,1
the fish so,1
fish so sinking,1
so sinking consequent,1
sinking consequent upon,1
consequent upon this,1
upon this absence,1
this absence of,1
absence of buoyant,1
of buoyant matter,1
buoyant matter in,1
matter in him,1
in him but,2
him but it,1
not so for,1
so for young,1
for young whales,1
young whales in,1
the highest health,1
highest health and,1
health and swelling,1
and swelling with,1
swelling with noble,1
with noble aspirations,1
noble aspirations prematurely,1
aspirations prematurely cut,1
prematurely cut off,1
cut off in,1
in the warm,1
the warm flush,1
warm flush and,1
flush and may,1
and may of,1
may of life,1
of life with,1
life with all,1
all their panting,1
their panting lard,1
panting lard about,1
lard about them,1
about them even,1
them even these,1
even these brawny,1
these brawny buoyant,1
brawny buoyant heroes,1
buoyant heroes do,1
heroes do sometimes,1
do sometimes sink,1
sometimes sink be,1
sink be it,1
it said however,1
said however that,1
however that the,1
whale is far,1
is far less,1
far less liable,1
less liable to,1
liable to this,1
to this accident,1
this accident than,1
accident than any,1
any other species,1
other species where,1
species where one,1
where one of,1
that sort go,1
sort go down,1
go down twenty,1
down twenty right,1
twenty right whales,1
right whales do,1
whales do this,1
do this difference,1
in the species,1
the species is,1
species is no,1
no doubt imputable,1
doubt imputable in,1
imputable in no,1
no small degree,1
small degree to,1
degree to the,1
to the greater,1
the greater quantity,1
greater quantity of,1
quantity of bone,1
of bone in,1
bone in the,1
right whale his,1
whale his venetian,1
his venetian blinds,1
venetian blinds alone,1
blinds alone sometimes,1
alone sometimes weighing,1
sometimes weighing more,1
weighing more than,1
than a ton,1
a ton from,1
ton from this,1
from this incumbrance,1
this incumbrance the,1
incumbrance the sperm,1
whale is wholly,1
is wholly free,1
wholly free but,1
free but there,1
are instances where,1
instances where after,1
where after the,1
after the lapse,2
the lapse of,2
lapse of many,1
of many hours,1
many hours or,1
hours or several,1
or several days,1
several days the,1
days the sunken,1
sunken whale again,1
whale again rises,1
again rises more,1
rises more buoyant,1
more buoyant than,1
buoyant than in,1
than in life,1
life but the,1
but the reason,2
the reason of,2
of this is,1
this is obvious,1
is obvious gases,1
obvious gases are,1
gases are generated,1
are generated in,1
generated in him,1
him he swells,1
he swells to,1
swells to a,1
to a prodigious,1
a prodigious magnitude,1
prodigious magnitude becomes,1
magnitude becomes a,1
becomes a sort,1
sort of animal,1
of animal balloon,1
animal balloon a,1
balloon a lineofbattle,1
a lineofbattle ship,1
lineofbattle ship could,1
ship could hardly,1
could hardly keep,1
hardly keep him,1
keep him under,1
him under then,1
under then in,1
in the shore,1
the shore whaling,1
shore whaling on,1
whaling on soundings,1
on soundings among,1
soundings among the,1
among the bays,1
the bays of,1
bays of new,1
new zealand when,1
zealand when a,1
when a right,1
right whale gives,1
whale gives token,1
gives token of,1
token of sinking,1
of sinking they,1
sinking they fasten,1
they fasten buoys,1
fasten buoys to,1
buoys to him,1
to him with,2
him with plenty,1
with plenty of,2
plenty of rope,1
of rope so,1
rope so that,1
body has gone,1
gone down they,1
down they know,1
they know where,1
know where to,1
where to look,1
look for it,1
when it shall,1
it shall have,1
shall have ascended,1
have ascended again,1
ascended again it,1
not long after,2
after the sinking,1
the sinking of,1
the body that,1
body that a,1
that a cry,1
a cry was,2
cry was heard,2
was heard from,3
heard from the,2
the pequods mastheads,1
pequods mastheads announcing,1
mastheads announcing that,1
announcing that the,1
that the jungfrau,1
the jungfrau was,1
jungfrau was again,1
was again lowering,1
again lowering her,1
lowering her boats,1
her boats though,1
boats though the,1
the only spout,1
only spout in,1
spout in sight,1
in sight was,1
sight was that,1
was that of,2
of a finback,1
a finback belonging,1
finback belonging to,1
to the species,1
the species of,1
species of uncapturable,1
